node_loc,technology,year_vtg,value,unit
R12_SAS,coal_ppl_cfbio,2025,1.9,USD/kW
R12_CHN,coal_ppl_cfbio,2025,1.9,USD/kW
R12_SAS,coal_adv_cfbio,2030,1.9,USD/kW
R12_CHN,coal_adv_cfbio,2030,1.9,USD/kW
R12_SAS,coal_ppl_u_cfbio,2030,1.9,USD/kW
R12_CHN,coal_ppl_u_cfbio,2030,1.9,USD/kW
R12_SAS,coal_ppl_cfbio,2030,1.9,USD/kW
R12_CHN,coal_ppl_cfbio,2030,1.9,USD/kW
R12_SAS,coal_adv_cfbio,2035,1.9,USD/kW
R12_CHN,coal_adv_cfbio,2035,1.9,USD/kW
R12_SAS,coal_ppl_u_cfbio,2035,1.9,USD/kW
R12_CHN,coal_ppl_u_cfbio,2035,1.9,USD/kW
R12_SAS,coal_ppl_cfbio,2035,1.9,USD/kW
R12_CHN,coal_ppl_cfbio,2035,1.9,USD/kW
R12_SAS,coal_adv_cfbio,2040,1.9,USD/kW
R12_CHN,coal_adv_cfbio,2040,1.9,USD/kW
R12_SAS,coal_ppl_u_cfbio,2040,1.9,USD/kW
R12_CHN,coal_ppl_u_cfbio,2040,1.9,USD/kW
R12_SAS,coal_ppl_cfbio,2040,1.9,USD/kW
R12_CHN,coal_ppl_cfbio,2040,1.9,USD/kW
R12_SAS,coal_adv_cfbio,2045,1.9,USD/kW
R12_CHN,coal_adv_cfbio,2045,1.9,USD/kW
R12_SAS,coal_ppl_u_cfbio,2045,1.9,USD/kW
R12_CHN,coal_ppl_u_cfbio,2045,1.9,USD/kW
R12_SAS,coal_ppl_cfbio,2045,1.9,USD/kW
R12_CHN,coal_ppl_cfbio,2045,1.9,USD/kW
R12_SAS,coal_adv_cfbio,2050,1.9,USD/kW
R12_CHN,coal_adv_cfbio,2050,1.9,USD/kW
R12_SAS,coal_ppl_u_cfbio,2050,1.9,USD/kW
R12_CHN,coal_ppl_u_cfbio,2050,1.9,USD/kW
R12_SAS,coal_ppl_cfbio,2050,1.9,USD/kW
R12_CHN,coal_ppl_cfbio,2050,1.9,USD/kW
R12_SAS,coal_adv_cfbio,2055,1.9,USD/kW
R12_CHN,coal_adv_cfbio,2055,1.9,USD/kW
R12_SAS,coal_ppl_u_cfbio,2055,1.9,USD/kW
R12_CHN,coal_ppl_u_cfbio,2055,1.9,USD/kW
R12_SAS,coal_ppl_cfbio,2055,1.9,USD/kW
R12_CHN,coal_ppl_cfbio,2055,1.9,USD/kW
R12_SAS,coal_adv_cfbio,2060,1.9,USD/kW
R12_CHN,coal_adv_cfbio,2060,1.9,USD/kW
R12_SAS,coal_ppl_u_cfbio,2060,1.9,USD/kW
R12_CHN,coal_ppl_u_cfbio,2060,1.9,USD/kW
R12_SAS,coal_ppl_cfbio,2060,1.9,USD/kW
R12_CHN,coal_ppl_cfbio,2060,1.9,USD/kW
R12_SAS,coal_adv_cfbio,2070,1.9,USD/kW
R12_CHN,coal_adv_cfbio,2070,1.9,USD/kW
R12_SAS,coal_ppl_u_cfbio,2070,1.9,USD/kW
R12_CHN,coal_ppl_u_cfbio,2070,1.9,USD/kW
R12_SAS,coal_ppl_cfbio,2070,1.9,USD/kW
R12_CHN,coal_ppl_cfbio,2070,1.9,USD/kW
R12_SAS,coal_adv_cfbio,2080,1.9,USD/kW
R12_CHN,coal_adv_cfbio,2080,1.9,USD/kW
R12_SAS,coal_ppl_u_cfbio,2080,1.9,USD/kW
R12_CHN,coal_ppl_u_cfbio,2080,1.9,USD/kW
R12_SAS,coal_ppl_cfbio,2080,1.9,USD/kW
R12_CHN,coal_ppl_cfbio,2080,1.9,USD/kW
R12_SAS,coal_adv_cfbio,2090,1.9,USD/kW
R12_CHN,coal_adv_cfbio,2090,1.9,USD/kW
R12_SAS,coal_ppl_u_cfbio,2090,1.9,USD/kW
R12_CHN,coal_ppl_u_cfbio,2090,1.9,USD/kW
R12_SAS,coal_ppl_cfbio,2090,1.9,USD/kW
R12_CHN,coal_ppl_cfbio,2090,1.9,USD/kW
R12_SAS,coal_adv_cfbio,2100,1.9,USD/kW
R12_CHN,coal_adv_cfbio,2100,1.9,USD/kW
R12_SAS,coal_ppl_u_cfbio,2100,1.9,USD/kW
R12_CHN,coal_ppl_u_cfbio,2100,1.9,USD/kW
R12_SAS,coal_ppl_cfbio,2100,1.9,USD/kW
R12_CHN,coal_ppl_cfbio,2100,1.9,USD/kW
R12_SAS,coal_adv_cfbio,2110,1.9,USD/kW
R12_CHN,coal_adv_cfbio,2110,1.9,USD/kW
R12_SAS,coal_ppl_u_cfbio,2110,1.9,USD/kW
R12_CHN,coal_ppl_u_cfbio,2110,1.9,USD/kW
R12_SAS,coal_ppl_cfbio,2110,1.9,USD/kW
R12_CHN,coal_ppl_cfbio,2110,1.9,USD/kW
